Company,Product_Type,Eco friendly,Country,Production_Year,Greenhouse_Gas_Emissions,Pollutants_Emitted,Water_Consumption,Energy_Consumption,Waste_Generation,Sales_Revenue
Forever 21,Recycled_Poly,Moderate,France,2018,2830,14,4866,1206,403,457391
Forever 21,Linen,Most,Norway,2018,2108,11,3885,752,289,436213
Nike,Polyester,Least,Indonesia,2021,3300,20,19,1054,479,554328
Urban Outfitters,Cotton,Least,Indonesia,2022,3665,21,6464,1058,518,509186
Nike,Organic_Cotton,Most,Norway,2021,1854,8,3989,838,205,451718
Forever 21,Recycled_Poly,Moderate,Spain,2022,2842,15,5302,1111,467,491173
Urban Outfitters,Cotton,Least,Brazil,2019,4531,21,6616,1177,529,542875
Forever 21,Nylon,Least,India,2022,4446,19,6316,1247,545,535040
Zara,Synthetic_Blend,Least,China,2018,4167,20,5927,1102,502,502754
Forever 21,Wool,Most,Finland,2019,1548,10,4351,853,187,418703
Zara,Wool,Most,Norway,2021,2003,11,3761,973,199,408226
Forever 21,Nylon,Least,Bangladesh,2021,5184,20,5889,1222,566,557880
Urban Outfitters,Cotton,Least,India,2021,3968,22,6859,1000,525,507468
Zara,Cotton,Least,Brazil,2018,4649,22,5844,1182,470,517444
Urban Outfitters,Nylon,Least,India,2021,3986,18,6357,1005,566,489518
Urban Outfitters,Microfiber,Moderate,United States,2019,2547,16,4632,1158,341,519098
Urban Outfitters,Cotton,Least,Brazil,2020,4135,20,6951,1131,597,517819
Nike,Linen,Most,Finland,2019,1351,9,4089,643,181,425871
Nike,Viscose,Moderate,France,2019,2801,12,4300,1086,391,525604
Zara,Tencel,Most,Denmark,2022,2158,9,3991,794,204,413711
Nike,Tencel,Most,Denmark,2020,1407,8,4084,635,161,456687
Urban Outfitters,Polyester,Least,India,2022,3544,21,5555,1185,570,553116
Forever 21,Polyester,Least,Bangladesh,2019,4856,21,6913,1207,542,530331
Forever 21,Tencel,Most,Norway,2019,2346,12,4307,921,248,425315
Zara,Tencel,Most,Sweden,2021,2200,10,4258,947,311,496462
Forever 21,Cotton,Least,China,2018,5226,21,6576,1139,620,514067
Forever 21,Cotton,Least,Bangladesh,2022,3855,23,6304,1155,537,518019
Zara,Wool,Most,Norway,2022,1984,9,3776,794,203,427422
Urban Outfitters,Synthetic_Blend,Least,Bangladesh,2021,4918,20,6970,1187,481,534578
Adidas,Tencel,Most,Finland,2021,1873,9,3852,718,145,492116
Adidas,Recycled_Poly,Moderate,United States,2021,2267,16,5010,927,418,498056
Forever 21,Recycled_Poly,Moderate,Mexico,2020,3081,16,5083,1213,442,447342
Urban Outfitters,Linen,Most,Norway,2018,1943,8,3561,677,283,462431
Nike,Nylon,Least,Indonesia,2021,3951,16,20,928,580,546268
Nike,Viscose,Moderate,Italy,2018,2775,15,4448,1075,362,519378
Forever 21,Tencel,Most,Sweden,2018,1804,9,4476,1039,215,446183
Zara,Microfiber,Moderate,Spain,2021,2965,14,4843,1056,396,518259
Urban Outfitters,Viscose,Moderate,Italy,2019,2751,15,5404,1113,370,517092
Adidas,Recycled_Poly,Moderate,Italy,2021,2651,15,4841,1044,329,486271
Forever 21,Organic_Cotton,Most,Finland,2019,1772,12,3678,757,305,446002
Zara,Linen,Most,Denmark,2019,1932,12,3916,1004,309,416687
Nike,Microfiber,Moderate,Italy,2019,2997,13,4824,1003,322,459139
Forever 21,Polyester,Least,Indonesia,2018,4817,19,6119,1179,618,542227
Zara,Recycled_Poly,Moderate,France,2022,3342,14,5642,1236,378,506753
Zara,Tencel,Most,Sweden,2019,2000,10,3715,720,193,437823
Forever 21,Organic_Cotton,Most,Switzerland,2021,2096,11,3998,803,263,488994
Forever 21,Microfiber,Moderate,Mexico,2018,2717,15,5622,1194,389,530736
Urban Outfitters,Polyester,Least,India,2021,4292,19,6781,1135,518,484880
Urban Outfitters,Tencel,Most,Denmark,2022,1611,8,4328,657,198,447038
Zara,Microfiber,Moderate,France,2022,3510,17,5683,1082,324,515858
Adidas,Linen,Most,Norway,2020,1687,8,3632,847,227,460402
Adidas,Organic_Cotton,Most,Switzerland,2021,1717,10,3808,709,166,481474
Forever 21,Recycled_Poly,Moderate,Italy,2022,3468,14,4938,1195,419,528679
Forever 21,Wool,Most,Finland,2022,1755,10,4384,877,222,467953
Adidas,Cotton,Least,India,2022,4429,18,18,1089,575,505749
Nike,Polyester,Least,Bangladesh,2019,3437,16,17,903,561,500858
Zara,Linen,Most,Switzerland,2022,1675,9,3790,791,231,465909
Zara,Microfiber,Moderate,Spain,2018,2709,17,5547,1219,384,532985
Adidas,Viscose,Moderate,Italy,2020,2578,14,4334,1038,381,508904
Nike,Cotton,Least,China,2021,3628,20,16,969,497,524486
Forever 21,Polyester,Least,India,2022,3978,19,6370,1256,585,510041
Urban Outfitters,Nylon,Least,Indonesia,2022,3837,21,6058,1168,526,486206
Adidas,Viscose,Moderate,Spain,2019,2611,15,4567,940,327,521546
Adidas,Wool,Most,Sweden,2021,1707,8,3926,737,178,474781
Urban Outfitters,Organic_Cotton,Most,Denmark,2021,2034,10,4192,904,158,490494
Urban Outfitters,Cotton,Least,China,2019,4949,18,5622,1183,516,492662
Zara,Organic_Cotton,Most,Denmark,2021,2265,11,3764,771,239,495867
Nike,Nylon,Least,Indonesia,2018,4491,18,18,1066,538,546992
Urban Outfitters,Nylon,Least,India,2021,4404,23,6194,1050,533,498243
Urban Outfitters,Polyester,Least,Brazil,2019,3933,19,6267,1168,452,520306
Urban Outfitters,Viscose,Moderate,Spain,2018,2522,16,4677,1040,352,445118
Forever 21,Linen,Most,Switzerland,2020,1934,9,4384,885,309,413324
Zara,Microfiber,Moderate,Spain,2022,3446,17,4745,1194,364,487410
Nike,Cotton,Least,Indonesia,2019,3356,16,19,1079,574,535067
Forever 21,Microfiber,Moderate,Italy,2021,3483,17,5180,1138,404,471166
Forever 21,Tencel,Most,Norway,2018,2259,10,4060,868,294,461099
Urban Outfitters,Cotton,Least,Bangladesh,2020,3664,23,6995,1051,588,500092
Zara,Viscose,Moderate,United States,2019,3459,15,5285,1091,363,522970
Forever 21,Cotton,Least,Bangladesh,2018,5106,20,5956,1194,601,533409
Zara,Cotton,Least,India,2020,4820,22,6914,1210,500,539364
Forever 21,Polyester,Least,China,2018,5188,20,5829,1181,528,531681
Urban Outfitters,Recycled_Poly,Moderate,France,2019,2903,17,5279,1022,429,450182
Urban Outfitters,Tencel,Most,Switzerland,2019,1512,8,4355,618,221,479704
Zara,Synthetic_Blend,Least,Bangladesh,2018,3927,23,6273,1279,560,541518
Urban Outfitters,Viscose,Moderate,Mexico,2020,2891,13,5023,1163,436,459394
Urban Outfitters,Linen,Most,Finland,2019,2367,12,3746,860,236,430022
Nike,Linen,Most,Sweden,2022,1374,9,3816,633,195,438921
Nike,Wool,Most,Denmark,2018,1562,9,3953,761,152,416595
Forever 21,Recycled_Poly,Moderate,United States,2021,2787,17,5587,1234,343,493002
Urban Outfitters,Microfiber,Moderate,Mexico,2021,2515,14,5312,1104,416,509909
Urban Outfitters,Viscose,Moderate,Spain,2018,2891,16,5395,1020,422,490621
Nike,Nylon,Least,India,2022,4306,19,19,982,493,542461
Nike,Viscose,Moderate,Italy,2018,2733,14,4561,1069,262,523873
Urban Outfitters,Polyester,Least,Bangladesh,2021,4516,19,5694,1003,455,512414
Urban Outfitters,Tencel,Most,Sweden,2021,2494,10,3707,780,205,491660
Adidas,Tencel,Most,Norway,2021,1448,9,3811,782,180,489951
Adidas,Viscose,Moderate,United States,2018,2443,12,4684,920,307,457502
Forever 21,Recycled_Poly,Moderate,Italy,2022,2916,16,5455,1117,341,536048
Forever 21,Nylon,Least,Indonesia,2018,5033,19,6748,1125,556,557326
Nike,Polyester,Least,Indonesia,2018,4210,18,16,1027,404,520090
Nike,Microfiber,Moderate,United States,2021,3041,12,4868,964,393,512675
Zara,Linen,Most,Norway,2021,1997,11,4006,794,236,442358
Urban Outfitters,Tencel,Most,Sweden,2021,1711,10,4077,875,248,439857
Urban Outfitters,Cotton,Least,Indonesia,2022,4445,23,6878,1070,454,503442
Adidas,Synthetic_Blend,Least,Bangladesh,2022,3546,18,16,1070,483,483811
Urban Outfitters,Organic_Cotton,Most,Denmark,2020,1625,9,4237,654,232,482586
Urban Outfitters,Synthetic_Blend,Least,Indonesia,2020,4698,19,6813,1004,505,525605
Nike,Nylon,Least,Bangladesh,2019,4481,16,18,954,443,490721
Zara,Nylon,Least,India,2019,5331,22,6163,1124,535,505902
Zara,Polyester,Least,India,2022,3711,22,6259,1198,539,545904
Zara,Synthetic_Blend,Least,Bangladesh,2020,4635,22,6366,1141,485,552364
Zara,Polyester,Least,Indonesia,2018,4338,19,6465,1268,563,558690
Nike,Polyester,Least,Brazil,2020,3948,18,20,985,511,517086
Nike,Recycled_Poly,Moderate,United States,2021,3153,13,5289,987,369,454721
Urban Outfitters,Linen,Most,Denmark,2022,1788,10,4409,679,174,495541
Forever 21,Synthetic_Blend,Least,Bangladesh,2019,3813,23,5885,1260,565,486375
Urban Outfitters,Microfiber,Moderate,Italy,2021,3203,17,5157,1133,364,517069
Forever 21,Organic_Cotton,Most,Denmark,2018,1744,11,3790,823,212,450231
Forever 21,Synthetic_Blend,Least,India,2018,3732,19,6713,1193,525,559161
Nike,Recycled_Poly,Moderate,France,2019,3068,16,5087,965,420,527050
Urban Outfitters,Nylon,Least,Indonesia,2019,3745,23,6139,1065,528,529880
Urban Outfitters,Linen,Most,Switzerland,2019,1798,10,3532,755,298,425138
Forever 21,Tencel,Most,Sweden,2022,2394,10,4113,761,230,446670
Adidas,Organic_Cotton,Most,Sweden,2019,1402,9,3790,835,144,456892
Urban Outfitters,Recycled_Poly,Moderate,France,2022,3221,17,4843,1017,354,528748
Adidas,Tencel,Most,Norway,2020,1499,10,3374,810,160,429516
Zara,Linen,Most,Denmark,2020,2211,9,4557,984,199,419615
Nike,Tencel,Most,Denmark,2019,1909,9,3714,744,139,462378
Nike,Microfiber,Moderate,Italy,2020,2246,14,4444,1097,305,486608
Urban Outfitters,Nylon,Least,Bangladesh,2018,4273,19,6940,1103,545,498193
Nike,Cotton,Least,India,2018,3398,19,19,1092,527,554059
Nike,Cotton,Least,Brazil,2022,3469,19,20,954,443,486919
Zara,Organic_Cotton,Most,Sweden,2020,2474,10,4567,726,262,438012
Zara,Viscose,Moderate,Mexico,2020,3515,17,5297,1203,393,477654
Nike,Wool,Most,Denmark,2019,1830,9,3810,893,204,475657
Adidas,Recycled_Poly,Moderate,Spain,2022,2836,14,4868,929,356,476183
Nike,Organic_Cotton,Most,Finland,2020,1844,10,4092,767,173,487408
Urban Outfitters,Organic_Cotton,Most,Denmark,2021,1869,10,3960,650,283,462758
Forever 21,Cotton,Least,India,2022,3627,21,6660,1160,559,553281
Nike,Nylon,Least,Bangladesh,2022,4365,17,18,1059,511,503971
Urban Outfitters,Tencel,Most,Norway,2019,2097,12,3626,636,150,418639
Adidas,Viscose,Moderate,Mexico,2021,2552,12,5182,1053,323,447557
Forever 21,Microfiber,Moderate,Mexico,2020,3001,17,5467,1147,352,513824
Urban Outfitters,Synthetic_Blend,Least,China,2020,3809,21,6645,1084,503,481489
Urban Outfitters,Polyester,Least,China,2019,4397,23,5708,1199,556,491923
Urban Outfitters,Organic_Cotton,Most,Switzerland,2022,1636,9,3782,688,287,446076
Adidas,Polyester,Least,Indonesia,2021,3524,17,16,994,504,557293
Zara,Linen,Most,Switzerland,2020,1505,9,4610,863,309,422768
Nike,Linen,Most,Switzerland,2021,1820,9,3621,605,162,405967
Nike,Synthetic_Blend,Least,India,2018,4187,17,19,1096,413,510169
Zara,Tencel,Most,Finland,2022,2040,11,4020,1038,195,416268
Urban Outfitters,Linen,Most,Sweden,2019,1904,11,3682,861,256,413508
Urban Outfitters,Nylon,Least,India,2021,3586,20,6879,1115,498,509327
Urban Outfitters,Viscose,Moderate,Spain,2019,2535,16,4562,1009,391,468601
Adidas,Polyester,Least,Indonesia,2022,3986,16,17,987,495,536209
Zara,Wool,Most,Finland,2018,1763,9,4521,879,229,469083
Adidas,Nylon,Least,Indonesia,2020,3877,20,18,983,551,502378
Urban Outfitters,Microfiber,Moderate,Spain,2020,2527,17,5493,1189,439,538796
Adidas,Tencel,Most,Norway,2019,1988,8,3603,802,196,466919
Nike,Microfiber,Moderate,Mexico,2020,2858,16,4342,951,411,532057
Urban Outfitters,Polyester,Least,Indonesia,2021,4292,21,5830,1180,526,538890
Forever 21,Recycled_Poly,Moderate,France,2018,2775,16,5483,1204,439,459652
Urban Outfitters,Recycled_Poly,Moderate,Spain,2022,3045,16,5400,1076,371,450003
Forever 21,Polyester,Least,Brazil,2018,3733,19,6909,1151,613,507890
Nike,Linen,Most,Norway,2021,1984,10,3887,726,217,464755
Forever 21,Polyester,Least,Brazil,2019,5264,19,5908,1254,510,543285
Forever 21,Synthetic_Blend,Least,India,2021,4303,23,5976,1103,541,545035
Forever 21,Viscose,Moderate,Mexico,2019,2844,16,5695,1101,430,494924
Nike,Recycled_Poly,Moderate,United States,2019,2953,13,4926,949,410,503231
Nike,Cotton,Least,India,2018,3357,20,18,907,483,486858
Zara,Recycled_Poly,Moderate,Italy,2021,3267,14,5017,1080,375,504620
Adidas,Viscose,Moderate,Mexico,2021,2695,15,4682,1084,293,468561
Adidas,Organic_Cotton,Most,Finland,2018,1924,8,3918,888,195,433645
Zara,Cotton,Least,India,2020,3825,22,5783,1197,514,534832
Adidas,Wool,Most,Sweden,2019,1619,8,3454,773,150,468666
Zara,Tencel,Most,Norway,2022,2439,11,4251,759,198,487409
Forever 21,Polyester,Least,India,2020,4217,23,6176,1228,608,551543
Urban Outfitters,Linen,Most,Switzerland,2019,1694,8,4316,897,176,466845
Forever 21,Nylon,Least,China,2018,3622,22,5998,1167,603,511167
Adidas,Nylon,Least,India,2020,3227,18,18,1008,487,490495
Zara,Nylon,Least,China,2018,5210,22,7012,1295,602,498589
Forever 21,Wool,Most,Denmark,2021,1534,9,4079,1038,275,447291
Urban Outfitters,Cotton,Least,Indonesia,2020,4965,22,5851,1018,582,555459
Urban Outfitters,Synthetic_Blend,Least,China,2019,3945,18,6636,1073,456,534363
Forever 21,Viscose,Moderate,Italy,2022,3332,15,4849,1097,333,489465
Forever 21,Organic_Cotton,Most,Norway,2018,1705,11,4437,897,311,457156
Adidas,Wool,Most,Finland,2021,1559,9,3626,849,161,474030
Forever 21,Organic_Cotton,Most,Sweden,2018,2086,12,4533,856,260,442649
Forever 21,Viscose,Moderate,Italy,2021,2812,17,5591,1233,401,468934
Urban Outfitters,Linen,Most,Sweden,2019,1709,10,3506,876,247,499864
Forever 21,Organic_Cotton,Most,Sweden,2019,1510,9,4214,752,283,404900
Adidas,Wool,Most,Denmark,2022,1822,10,3436,795,145,491073
Zara,Organic_Cotton,Most,Sweden,2021,1835,10,3600,795,244,430352
Forever 21,Polyester,Least,China,2020,4013,22,6462,1230,563,531932
Forever 21,Cotton,Least,Indonesia,2021,3833,20,5968,1215,508,499056
Urban Outfitters,Linen,Most,Finland,2022,1935,10,4286,692,227,487181
Zara,Microfiber,Moderate,Mexico,2021,3026,16,5687,1137,390,532253
Adidas,Polyester,Least,Indonesia,2022,3204,19,17,971,522,518094
Adidas,Recycled_Poly,Moderate,United States,2021,2496,14,4567,1058,320,457285
Adidas,Viscose,Moderate,Italy,2020,3051,12,4513,1018,370,537856
Zara,Tencel,Most,Norway,2020,1511,12,3829,781,198,455775
Urban Outfitters,Linen,Most,Sweden,2019,1536,8,3701,661,242,417106
Zara,Recycled_Poly,Moderate,France,2022,3390,16,5346,1171,337,501582
Nike,Nylon,Least,Bangladesh,2022,4335,16,16,1052,514,543984
Adidas,Recycled_Poly,Moderate,Italy,2020,3092,12,4988,964,373,491813
Urban Outfitters,Viscose,Moderate,France,2019,3097,17,5485,1149,312,445488
Adidas,Organic_Cotton,Most,Sweden,2019,1702,8,3420,892,170,465176
Nike,Polyester,Least,Brazil,2018,3680,19,20,1076,461,495712
Zara,Linen,Most,Switzerland,2021,2356,12,4208,801,205,474769
Zara,Cotton,Least,Indonesia,2022,5043,22,6394,1216,494,529548
Urban Outfitters,Tencel,Most,Sweden,2019,2238,8,3524,873,261,456259
Adidas,Synthetic_Blend,Least,Brazil,2020,3770,16,19,1049,544,555355
Zara,Microfiber,Moderate,Mexico,2018,3295,17,4951,1117,453,513579
Urban Outfitters,Microfiber,Moderate,France,2020,3438,13,5467,1159,327,475809
Forever 21,Wool,Most,Finland,2018,1571,12,4076,853,268,410982
Adidas,Viscose,Moderate,Mexico,2018,3146,16,4792,947,394,450713
Forever 21,Synthetic_Blend,Least,Indonesia,2020,3932,22,6224,1258,510,533124
Adidas,Linen,Most,Denmark,2021,1754,10,3904,884,215,415403
Adidas,Viscose,Moderate,France,2018,2772,14,4566,1022,412,440946
Nike,Polyester,Least,India,2022,4204,18,17,1090,520,555524
Adidas,Recycled_Poly,Moderate,Spain,2022,2723,14,4920,944,270,476110
Urban Outfitters,Organic_Cotton,Most,Denmark,2022,2326,11,3875,868,285,488105
Urban Outfitters,Microfiber,Moderate,France,2020,3355,15,5110,1000,432,503000
Forever 21,Linen,Most,Denmark,2019,2102,9,4446,1006,316,499897
Urban Outfitters,Recycled_Poly,Moderate,Mexico,2021,2910,14,5454,1190,389,496977
Forever 21,Polyester,Least,Brazil,2018,3913,21,6145,1238,517,521548
Zara,Organic_Cotton,Most,Denmark,2019,1795,12,3818,810,223,475804
Adidas,Wool,Most,Denmark,2019,1779,9,3690,796,199,402828
Forever 21,Nylon,Least,Indonesia,2021,4128,19,7096,1205,600,503265
Urban Outfitters,Wool,Most,Finland,2021,2374,8,4000,606,165,454006
Zara,Viscose,Moderate,Italy,2022,3346,16,5192,1165,365,528433
Urban Outfitters,Recycled_Poly,Moderate,Spain,2022,3476,17,5023,1046,329,451170
Urban Outfitters,Cotton,Least,Indonesia,2020,3956,22,5955,1114,575,529098
Adidas,Tencel,Most,Sweden,2022,1525,9,3418,602,198,494755
Zara,Polyester,Least,Brazil,2022,3884,23,6877,1100,526,529314
Forever 21,Tencel,Most,Finland,2020,2010,9,4464,759,239,441195
Nike,Microfiber,Moderate,Mexico,2019,2331,15,4682,1045,379,462045
Nike,Organic_Cotton,Most,Norway,2022,1372,10,3360,611,225,454500
Adidas,Viscose,Moderate,Mexico,2021,2217,12,4696,1034,340,496406
Zara,Wool,Most,Finland,2022,2025,10,4251,725,282,461099
Adidas,Wool,Most,Norway,2018,1509,8,3673,613,165,454416
Zara,Synthetic_Blend,Least,Bangladesh,2020,4634,20,6195,1140,565,508050
Zara,Linen,Most,Finland,2019,1961,9,3626,711,230,416169
Urban Outfitters,Synthetic_Blend,Least,China,2022,4838,21,6507,1074,483,548054
Urban Outfitters,Recycled_Poly,Moderate,France,2022,2951,14,5069,1030,437,514094
Adidas,Polyester,Least,Brazil,2018,3446,20,17,902,540,490935
Urban Outfitters,Synthetic_Blend,Least,Brazil,2019,4735,23,6296,1052,600,500979
Forever 21,Recycled_Poly,Moderate,Italy,2020,3424,17,4875,1189,331,475092
Zara,Tencel,Most,Sweden,2020,2348,9,3631,998,204,418164
Forever 21,Nylon,Least,Indonesia,2019,4993,22,6919,1256,509,532775
Nike,Viscose,Moderate,Mexico,2020,2242,13,4725,1065,281,460019
Forever 21,Polyester,Least,Brazil,2021,4018,22,5823,1129,554,516063
Zara,Viscose,Moderate,United States,2020,3547,16,5540,1247,387,488591
Urban Outfitters,Linen,Most,Denmark,2020,1667,9,3954,725,191,427125
Adidas,Organic_Cotton,Most,Sweden,2021,1973,10,3805,709,194,477312
Zara,Polyester,Least,Indonesia,2021,4362,23,6854,1120,551,543728
Zara,Tencel,Most,Switzerland,2018,2230,12,4251,873,250,413916
Adidas,Polyester,Least,China,2020,3874,19,16,1055,414,502326
Forever 21,Wool,Most,Finland,2019,1874,9,4487,780,308,454855
Nike,Organic_Cotton,Most,Switzerland,2019,1783,8,3426,727,207,491070
Forever 21,Organic_Cotton,Most,Norway,2018,2013,9,3874,934,190,462450
Adidas,Wool,Most,Switzerland,2021,1756,9,3306,704,188,430993
Zara,Polyester,Least,Indonesia,2019,4522,22,7010,1118,576,499025
Nike,Cotton,Least,Brazil,2019,3876,19,18,1063,537,518786
Forever 21,Synthetic_Blend,Least,China,2022,3600,21,6599,1180,588,489329
Nike,Organic_Cotton,Most,Denmark,2018,1628,10,4045,711,131,410154
Zara,Microfiber,Moderate,Italy,2022,3174,14,5375,1121,457,536733
Forever 21,Microfiber,Moderate,Spain,2018,3467,16,5522,1116,426,467863
Nike,Organic_Cotton,Most,Switzerland,2022,1470,9,3905,705,173,476658
Adidas,Cotton,Least,India,2019,3941,17,16,1061,524,504670
Urban Outfitters,Nylon,Least,Bangladesh,2018,4454,19,5941,1131,497,509543
Urban Outfitters,Synthetic_Blend,Least,Indonesia,2019,4444,21,6808,1067,558,522950
Zara,Viscose,Moderate,United States,2022,2772,14,5016,1050,368,476356
Urban Outfitters,Viscose,Moderate,Spain,2020,2659,17,4505,1153,426,478885
Urban Outfitters,Microfiber,Moderate,United States,2022,3075,16,5078,1071,343,459809
Zara,Tencel,Most,Switzerland,2021,2171,9,4616,764,195,497193
Zara,Tencel,Most,Denmark,2020,1953,12,4175,853,319,479903
Nike,Recycled_Poly,Moderate,France,2018,2628,16,5136,902,278,475988
Zara,Recycled_Poly,Moderate,Spain,2021,2827,15,5379,1239,349,535657
Zara,Recycled_Poly,Moderate,Mexico,2022,2903,16,5175,1101,342,538895
Urban Outfitters,Viscose,Moderate,United States,2020,3235,16,4874,1124,372,539284
Zara,Cotton,Least,Brazil,2018,4670,21,6221,1150,553,492119
Forever 21,Cotton,Least,India,2020,4150,20,7066,1184,601,480168
Nike,Viscose,Moderate,United States,2019,3024,15,5110,1027,288,457294
Zara,Recycled_Poly,Moderate,France,2020,2887,15,5011,1079,456,444044
Urban Outfitters,Recycled_Poly,Moderate,Spain,2021,3439,14,4604,1098,448,488404
Forever 21,Recycled_Poly,Moderate,Spain,2022,2899,16,5164,1077,407,449858
Adidas,Cotton,Least,Indonesia,2018,3366,18,17,931,554,555151
Zara,Polyester,Least,India,2021,4185,21,6050,1146,610,481675
Adidas,Cotton,Least,Indonesia,2020,3950,16,19,1061,489,501619
Adidas,Cotton,Least,Bangladesh,2020,3679,17,18,1067,528,490092
Adidas,Viscose,Moderate,United States,2022,2997,15,4610,1065,317,501717
Zara,Organic_Cotton,Most,Switzerland,2018,1887,9,3668,771,245,462489
Adidas,Wool,Most,Sweden,2019,1527,9,3512,642,161,400903
Nike,Tencel,Most,Switzerland,2020,1660,9,3909,662,211,425365
Adidas,Organic_Cotton,Most,Sweden,2020,1702,8,3553,895,227,492814
Nike,Organic_Cotton,Most,Sweden,2019,1714,8,3979,775,188,427860
Forever 21,Polyester,Least,Bangladesh,2018,3905,21,5910,1109,510,540935
Urban Outfitters,Organic_Cotton,Most,Norway,2019,2451,11,3618,869,170,467424
Nike,Microfiber,Moderate,United States,2022,2956,14,4921,900,280,460872
Adidas,Tencel,Most,Sweden,2020,1993,8,3605,658,175,400628
Adidas,Viscose,Moderate,Spain,2022,2860,13,4586,1055,262,537860
Zara,Polyester,Least,India,2020,3989,19,6236,1108,630,521998
Zara,Linen,Most,Switzerland,2022,2427,12,3645,869,297,420351
Nike,Polyester,Least,Indonesia,2020,4442,19,16,1091,525,499733
Urban Outfitters,Organic_Cotton,Most,Norway,2018,2128,8,3939,992,289,489891
Forever 21,Viscose,Moderate,Mexico,2022,3079,17,5478,1186,346,452489
Urban Outfitters,Recycled_Poly,Moderate,Italy,2019,3473,14,4696,1042,367,512486
Adidas,Polyester,Least,India,2018,3580,18,17,989,473,533068
Zara,Microfiber,Moderate,Italy,2022,3452,17,4736,1171,333,491705
Nike,Viscose,Moderate,Italy,2018,2313,15,5122,928,304,467220
Forever 21,Microfiber,Moderate,United States,2018,3174,16,5657,1109,419,502554
Zara,Synthetic_Blend,Least,Brazil,2018,4369,21,6375,1273,518,538862
Adidas,Synthetic_Blend,Least,China,2022,3607,20,16,942,439,546620
Adidas,Recycled_Poly,Moderate,France,2018,2502,16,5276,1068,289,441783
Forever 21,Viscose,Moderate,France,2019,2863,16,4828,1057,432,463933
Forever 21,Linen,Most,Switzerland,2022,2182,9,4686,742,200,420936
Forever 21,Organic_Cotton,Most,Finland,2021,1769,11,4181,745,288,444386
Forever 21,Synthetic_Blend,Least,China,2021,5265,21,5803,1262,497,505654
Forever 21,Linen,Most,Switzerland,2021,2100,12,4285,757,278,450944
Forever 21,Cotton,Least,Brazil,2018,4119,21,6636,1221,487,523737
Adidas,Microfiber,Moderate,Italy,2018,2596,16,4953,1044,413,534573
Urban Outfitters,Linen,Most,Norway,2019,1891,9,4147,796,197,486875
Urban Outfitters,Recycled_Poly,Moderate,Italy,2022,3115,16,5397,1072,403,530970
Forever 21,Linen,Most,Switzerland,2021,1763,9,4282,913,271,423608
Nike,Cotton,Least,Brazil,2022,3568,18,17,1018,515,554169
Adidas,Recycled_Poly,Moderate,Spain,2019,2998,15,4522,1022,390,474489
Zara,Cotton,Least,Bangladesh,2022,4159,20,5834,1229,614,546914
Forever 21,Polyester,Least,China,2021,4235,23,6690,1121,487,489909
Nike,Polyester,Least,Brazil,2018,3787,18,16,1059,404,506284
Adidas,Recycled_Poly,Moderate,France,2022,2207,14,4979,940,316,467081
Zara,Tencel,Most,Norway,2022,1896,9,3970,832,208,497111
Zara,Synthetic_Blend,Least,Indonesia,2021,3647,20,6907,1226,561,537867
Zara,Organic_Cotton,Most,Norway,2019,2491,11,4437,959,313,488647
Forever 21,Wool,Most,Finland,2022,2065,11,4056,839,228,486165
Adidas,Polyester,Least,India,2022,3791,19,17,1039,400,505077
Nike,Polyester,Least,Bangladesh,2022,3621,19,20,1080,407,547340
Adidas,Wool,Most,Norway,2019,1473,9,4096,840,199,491950
Zara,Tencel,Most,Norway,2021,2093,11,4244,846,285,441665
Urban Outfitters,Synthetic_Blend,Least,India,2021,4809,19,5735,1195,523,494762
Forever 21,Cotton,Least,India,2020,4589,22,6207,1292,570,500560
Forever 21,Recycled_Poly,Moderate,France,2019,3491,14,5253,1061,402,455291
Nike,Wool,Most,Finland,2020,1453,8,3889,819,141,428679
Nike,Microfiber,Moderate,Spain,2019,2875,12,4416,1083,377,465499
Urban Outfitters,Microfiber,Moderate,France,2022,3030,16,4626,1056,449,507796
Forever 21,Microfiber,Moderate,Mexico,2020,3408,17,5037,1247,361,472876
Adidas,Synthetic_Blend,Least,Bangladesh,2020,4357,20,16,1004,576,550621
Adidas,Recycled_Poly,Moderate,Spain,2021,2967,16,4421,940,384,494988
Adidas,Linen,Most,Sweden,2018,1831,8,3814,865,173,407373
Zara,Polyester,Least,China,2022,5095,23,6928,1102,475,534049
Zara,Viscose,Moderate,Spain,2020,2954,16,5276,1149,410,525194
Adidas,Microfiber,Moderate,Italy,2020,2735,15,4472,1027,363,442312
Urban Outfitters,Linen,Most,Norway,2021,2367,12,4071,954,230,499264
Adidas,Polyester,Least,Bangladesh,2021,4227,20,17,900,499,551964
Zara,Polyester,Least,China,2018,4566,23,5745,1194,574,528891
Nike,Microfiber,Moderate,United States,2022,2442,15,4415,966,295,524052
Urban Outfitters,Synthetic_Blend,Least,Bangladesh,2022,4431,23,6585,1126,567,549815
Zara,Wool,Most,Norway,2018,2254,12,4218,741,221,448793
Nike,Viscose,Moderate,Mexico,2019,2429,16,4358,1035,378,473471
Urban Outfitters,Synthetic_Blend,Least,India,2018,4216,21,5834,1142,568,553972
Zara,Wool,Most,Switzerland,2020,1590,12,4141,1024,224,401493
Adidas,Nylon,Least,Indonesia,2020,3457,17,18,923,402,544738
Urban Outfitters,Linen,Most,Norway,2020,1828,9,3558,934,280,473087
